 Date,PEAK_HOUR,REAL_LOAD,AVG_TMPR,MIN_TMPR,MAX_TMPR,RAIN_AMT,CLD_AMT,SUN_HOUR,HOLIDAY_YN
2013.1.1,1,59796,-4.89,-9.174,-0.05,0,2.457,7.701,Y
2013.1.2,24,59173,-2.986,-7.223,2.674,0,0.103,8.803,N
2013.1.3,12,71768,-2.682,-7.027,1.591,0,4.689,5.652,N
2013.1.4,12,71697,-1.927,-5.512,1.149,0,5.111,3.068,N
2013.1.5,11,71845,-1.263,-4.408,1.866,0,6.06,4.227,N
2013.1.6,11,73012,-4.524,-6.952,-1.337,0,1.55,7.898,N
2013.1.7,11,73676,-4.878,-9.102,0.068,0,0.143,9.072,N
2013.1.8,11,65100,-1.797,-7.387,3.229,0,4.416,5.251,N
2013.1.9,24,61861,-3.591,-7.896,1.474,0,3.267,7.715,N
2013.1.10,11,74327,-6.199,-10.145,-1.517,0,1.55,8.663,N
2013.1.11,11,74357,-3.492,-7.462,0.647,0,5.983,3.947,N
2013.1.12,11,74212,-5.288,-8.102,-1.906,0,0.91,9.01,N
2013.1.13,11,74260,-4.293,-9.5,1.372,0,1.148,8.679,N
2013.1.14,11,74037,-2.044,-6.827,3.013,0,5.468,4.361,N
2013.1.15,24,66923,-8.457,-13.536,-2.841,0,3.168,7.047,N
2013.1.16,1,64446,-11.02,-15.224,-6.41,0,1.378,8.424,N
2013.1.17,12,75807,-6.856,-11.791,-1.271,0,0.312,9.229,N
2013.1.18,11,75265,-4.477,-8.577,-0.354,0,3.65,5.71,N
2013.1.19,11,74676,-4.028,-7.421,0.195,0,2.179,8.635,N
2013.1.20,11,74290,-5.334,-7.859,-1.651,0,2.517,7.247,N
2013.1.21,11,74570,-4.61,-7.935,-0.14,0,3.01,8.01,N
2013.1.22,12,65505,-2.648,-6.544,2.35,0,2.989,6.363,N
2013.1.23,1,62263,-1.853,-4.915,1.832,0,8.105,1.008,N
2013.1.24,11,74261,-5.401,-8.067,-2.246,0,2.855,6.979,N
2013.1.25,11,74933,-5.792,-9.393,-1.108,0,1.618,8.021,N
2013.1.26,11,74753,-5.739,-8.777,-1.521,0,0.511,9.01,N
2013.1.27,12,74796,-5.953,-9.091,-1.633,0,3.763,8.412,N
2013.1.28,11,73849,-4.851,-7.77,-0.358,0,4.79,7.055,N
2013.1.29,12,66813,-6.502,-9.091,-2.58,0,2.1,8.008,N
2013.1.30,24,64028,-7.474,-11.091,-2.975,0,0.865,9.243,N
2013.1.31,11,73772,-4.53,-10.683,0.574,0,1.703,7.638,N
2013.2.1,11,67396,0.648,-4.914,7.032,0,3.416,8.197,Y
2013.2.2,1,58340,2.691,-1.823,8.825,0,2.416,8.536,Y
2013.2.3,24,50796,2.704,-1.754,8.078,0,3.328,5.717,Y
2013.2.4,24,52817,3.18,-0.225,7.905,0,4.88,4.577,Y
2013.2.5,24,55570,2.732,-0.794,8.505,0,3.539,6.602,Y
2013.2.6,24,57142,3.155,-0.719,7.498,0,5.622,3.038,Y
2013.2.7,11,68498,2.875,-0.88,7.24,0,4.927,4.161,N
2013.2.8,11,68791,3.582,1.183,6.937,0,7.374,3,N
2013.2.9,11,67876,1.217,-2.084,5.332,0,2.373,8.36,N
2013.2.10,11,70087,-0.415,-3.354,3.61,0,5.958,1.768,N
2013.2.11,11,69597,-0.883,-4.397,4.414,0,3.279,6.944,N
2013.2.12,11,63786,-3.609,-6.686,0.752,0,1.245,8.459,N
2013.2.13,1,60087,-2.751,-7.455,2.476,0,4.66,6.413,N
2013.2.14,11,71002,-2.352,-4.993,0.751,0,6.205,1.335,N
2013.2.15,11,69913,-0.078,-4.969,5.562,0,0.148,9.603,N
2013.2.16,11,69763,1.637,-3.75,7.314,0,6.071,4.581,N
2013.2.17,11,68750,1.896,-0.396,4.647,4.361,7.33,1.96,N
2013.2.18,11,67796,2.537,-2.201,8.704,0,1.08,8.84,N
2013.2.19,11,61327,3.232,-1.566,9.442,0,4.475,7.959,N
2013.2.20,1,57482,5.898,-0.598,13.388,0,3.205,8.826,N
2013.2.21,11,65622,6.253,1.734,12.2,0,1.423,9.491,N
2013.2.22,10,64954,6.502,1.169,13.117,0,2.36,7.871,N
2013.2.23,10,64759,6.74,1.182,13.508,0,2.036,8.3,N
2013.2.24,10,63250,8.255,2.956,14.645,0,2.653,7.742,N
2013.2.25,11,64032,5.307,1.332,10.476,0,3.896,7.31,N
2013.2.26,11,58402,6.917,0.169,13.529,0,4.307,8.375,N
2013.2.27,24,55444,6.392,4.322,8.907,34.79,10,0,N
2013.2.28,11,65290,5.041,3.486,7.399,3.05,9.947,0,N
2013.3.1,24,60454,2.546,-0.711,5.942,3.12,7.261,1.055,Y
2013.3.2,11,66746,-0.042,-2.73,4.357,0,0.673,10.364,Y
2013.3.3,11,67310,-0.606,-4.505,4.323,0,0.477,10.4,N
2013.3.4,11,67320,1.338,-3.506,7.325,0,0.065,10.581,N
2013.3.5,11,61100,3.338,-1.696,8.853,0,4.127,6.127,N
2013.3.6,1,55736,5.209,1.649,10.197,0,6.741,4.962,N
2013.3.7,11,65700,3.582,0.258,7.978,0,0.928,10.15,N
2013.3.8,11,65497,3.179,-1.477,8.561,0,0.516,9.684,N
2013.3.9,11,66218,2.074,-0.801,6.318,0,1.175,9.038,N
2013.3.10,11,66221,2.879,-2.28,7.832,0,0.815,9.084,N
2013.3.11,10,64808,5.927,0.155,11.892,0,1.009,10.47,N
2013.3.12,11,57908,8.854,3.021,15.192,0,2.85,9.268,N
2013.3.13,23,53341,11.16,6.105,17.786,0,3.142,7.809,N
2013.3.14,11,62730,9.39,5.794,15.196,0,7.251,3.004,N
2013.3.15,20,64101,3.982,-0.868,8.795,0,4.059,8.42,N
2013.3.16,11,66162,1.078,-2.291,5.592,0,1.802,8.778,N
2013.3.17,11,65740,2.479,-2.308,8.453,0,0.081,11.201,N
2013.3.18,10,65019,6.669,-1.099,13.789,0,3.974,8.28,N
2013.3.19,11,57109,10.546,6.553,15.377,0,7.469,5.205,N
2013.3.20,23,53881,7.678,4.574,12.088,12.96,9.079,1.678,N
2013.3.21,11,61855,8.64,4.923,13.529,0,9.092,4.391,N
2013.3.22,11,64113,3.632,0.466,7.803,0,3.497,8.645,N
2013.3.23,11,65013,3.343,-1.579,8.875,0,0.854,11.233,N
2013.3.24,20,63658,4.811,1.146,10.226,2.951,5.451,6.999,N
2013.3.25,11,65326,3.458,0.622,7.614,0,1.464,10.495,N
2013.3.26,11,57412,4.215,-0.684,9.417,0,0.471,11.158,N
2013.3.27,23,53874,6.235,0.446,11.594,0,4.495,7.625,N
2013.3.28,11,62884,7.442,4.058,11.724,0,4.564,6.95,N
2013.3.29,11,63606,6.151,1.752,11.356,0,2.894,6.876,N
2013.3.30,10,61921,8.361,2.483,15.096,0,0.16,10.593,N
2013.3.31,10,60600,10.759,4.108,19.241,0,0.16,10.436,N
2013.4.1,11,59531,11.394,4.991,18.162,0,1.705,10.833,N
2013.4.2,11,55482,9.976,6.505,14.206,0,8.507,2.582,N
2013.4.3,23,52487,8.632,5.388,13.392,0,4.692,4.836,N
2013.4.4,20,60148,9.604,4.18,15.878,0,0.789,10.283,N
2013.4.5,10,59716,10.854,4.176,18.108,0,0,11.667,N
2013.4.6,11,60027,11.704,4.691,18.543,0,5.839,7.463,N
2013.4.7,11,61400,11.594,9.793,13.484,13.805,10,0,N
2013.4.8,11,59265,12.398,8.666,17.759,0,4.476,8.255,N
2013.4.9,23,54158,11.598,6.251,17.58,0,1.011,10.57,N
2013.4.10,23,51540,12.894,7.922,18.454,0,4.402,6.706,N
2013.4.11,20,59317,10.797,6.586,15.569,0,2.669,9.807,N
2013.4.12,10,59037,11.047,4.551,17.569,0,0,11.909,N
2013.4.13,11,58884,12.409,5.846,19.482,0,0,11.495,N
2013.4.14,11,58387,13.47,6.915,19.995,0,3.517,10.55,N
2013.4.15,11,58480,15.311,11.019,21.738,0,5.704,5.525,N
2013.4.16,11,53422,12.493,7.262,18.896,0,0.998,11.666,N
2013.4.17,23,51060,12.298,7.134,19.604,0,2.894,10.9,N
2013.4.18,11,60491,8.176,6.01,12.364,0,8.446,1.297,N
2013.4.19,11,59957,10.517,6.072,16.365,0,3.678,8.845,N
2013.4.20,11,58989,11.754,6.077,17.931,0,0.974,10.484,N
2013.4.21,20,58567,14.148,7.753,19.534,0,7.1,5.526,N
2013.4.22,11,61394,10.953,9.278,14.747,23.72,9.468,0,N
2013.4.23,23,54022,11.104,7.304,16.086,0,2.198,10.639,N
2013.4.24,23,51836,10.956,6.878,15.534,0,2.221,9.852,N
2013.4.25,20,58468,12.756,7.778,17.777,0,5.485,7.87,N
2013.4.26,11,61017,12.699,9.989,14.869,8.958,9.987,0.192,N
2013.4.27,11,59353,13.07,9.466,17.057,0,7.18,3.913,N
2013.4.28,11,58727,11.272,7.462,16.547,0,3.191,7.66,N
2013.4.29,11,58499,13.933,6.848,19.843,0,6.615,5.007,N
2013.4.30,11,53761,16.452,13.528,19.221,37.9,9.987,0.299,N
2013.5.1,23,49708,14.973,11.667,18.658,1.76,3.352,7.213,Y
2013.5.2,20,56616,15.585,10.276,21.992,0,4.321,9.168,Y
2013.5.3,21,57474,16.646,12.784,21.966,0,3.706,7.847,N
2013.5.4,11,57521,16.146,10.516,22.291,0,4.649,7.727,N
2013.5.5,23,53773,16.961,11.646,23.203,0,1.335,11.947,Y
2013.5.6,20,56584,15.819,12.192,19.182,0,8.219,0.196,Y
2013.5.7,11,53135,17.251,13.936,23.072,1.62,6.736,4.69,N
2013.5.8,23,48844,18.811,12.803,25.593,0,5.545,8.043,N
2013.5.9,17,57426,19.463,15.017,23.477,5.86,9.519,0.308,N
2013.5.10,21,54245,18.101,15.211,21.403,38.795,9.974,0.039,Y
2013.5.11,11,58425,16.181,14.284,18.594,38.66,9.048,0.24,Y
2013.5.12,15,57456,15.563,12.267,19.341,3.02,6.755,0.534,N
2013.5.13,11,56468,16.225,11.104,22.058,0,0.813,12.159,N
2013.5.14,11,52212,18.198,12.532,24.076,0,0.175,12.143,N
2013.5.15,21,49085,18.401,12.863,24.399,0,3.967,9.384,N
2013.5.16,17,56752,17.502,13.23,22.597,0,3.768,8.691,N
2013.5.17,21,57083,17.824,11.6,23.868,0,0.799,12.159,N
2013.5.18,15,57557,19.939,13.03,25.829,0,3.933,9.514,N
2013.5.19,17,58085,21.005,17.548,25.003,0,6.019,5.492,N
2013.5.20,15,59355,19.893,17.603,23.143,0,8.879,1.166,N
2013.5.21,12,54227,17.25,14.24,21.672,0,9.177,2.162,N
2013.5.22,21,49822,17.563,12.821,22.849,0,8.706,5.586,N
2013.5.23,15,57395,17.109,13.84,21.873,0,5.709,4.212,N
2013.5.24,15,58142,19.924,12.362,26.899,0,5.463,9.696,N
2013.5.25,15,58637,20.777,15.624,26.403,0,8.328,2.759,N
2013.5.26,15,58444,18.03,16.107,20.842,6.945,9.768,0.04,N
2013.5.27,17,58006,18.226,15.23,21.555,0,7.145,2.531,N
2013.5.28,12,53420,20.434,15.178,26.299,0,6.135,6.675,N
2013.5.29,21,50249,22.032,16.587,28.687,0,2.395,9.957,N
2013.5.30,15,59330,20.948,16.473,26.775,0,6.251,7.502,N
2013.5.31,17,58616,18.106,15.77,21.544,0,9.947,0.456,N
2013.6.1,11,57966,18.649,15.11,22.89,0,8.797,2.94,N
2013.6.2,17,58797,19.481,15.933,25.191,0,5.241,5.46,N
